<<<<<<< HEAD
,TicketID,SystemName,TicketSummary,TicketDescription,IssueType,Timestamp,Priority,Severity,OpenTime,CloseTime,Status,Assignee
2761.0,TCKT3761,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-06 07:01:36,High,Minor,2024-12-06 07:01:36,2024-12-06 08:01:36,Closed,Charlie
2762.0,TCKT3762,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-01 01:20:40,Critical,Minor,2024-12-01 01:20:40,2024-12-01 05:20:40,Closed,Charlie
2763.0,TCKT3763,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-06 07:47:30,Medium,Critical,2025-02-06 07:47:30,2025-02-06 11:47:30,Closed,Charlie
2764.0,TCKT3764,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-17 22:52:45,Critical,Major,2025-02-17 22:52:45,2025-02-18 01:52:45,Resolved,Bob
2765.0,TCKT3765,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-15 18:39:32,Low,Critical,2025-01-15 18:39:32,2025-01-15 23:39:32,Closed,Charlie
2766.0,TCKT3766,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-09 05:52:52,High,Critical,2024-12-09 05:52:52,,In Progress,Charlie
2767.0,TCKT3767,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-27 19:34:51,High,Major,2025-02-27 19:34:51,2025-02-28 00:34:51,Resolved,Alice
2768.0,TCKT3768,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-02-28 03:25:35,Medium,Major,2025-02-28 03:25:35,2025-02-28 08:25:35,Resolved,Dana
2769.0,TCKT3769,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-12 06:10:24,Medium,Minor,2025-01-12 06:10:24,2025-01-12 07:10:24,Resolved,Eve
2770.0,TCKT3770,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-14 11:25:42,Low,Minor,2025-02-14 11:25:42,2025-02-14 15:25:42,Closed,Charlie
2771.0,TCKT3771,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-31 22:33:32,Critical,Major,2024-12-31 22:33:32,2024-12-31 23:33:32,Resolved,Charlie
2772.0,TCKT3772,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-01 00:45:16,Low,Minor,2025-01-01 00:45:16,,Open,Eve
2773.0,TCKT3773,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-23 23:57:17,Low,Major,2024-12-23 23:57:17,2024-12-24 03:57:17,Closed,Alice
2774.0,TCKT3774,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-18 17:55:04,Critical,Minor,2024-12-18 17:55:04,2024-12-18 19:55:04,Resolved,Dana
2775.0,TCKT3775,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-24 11:06:00,Low,Minor,2025-01-24 11:06:00,,Open,Dana
2776.0,TCKT3776,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-06 08:55:19,Low,Major,2024-12-06 08:55:19,2024-12-06 09:55:19,Resolved,Alice
2777.0,TCKT3777,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-01 19:45:49,Medium,Critical,2025-01-01 19:45:49,,In Progress,Dana
2778.0,TCKT3778,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-14 12:05:57,Low,Critical,2025-01-14 12:05:57,,In Progress,Alice
2779.0,TCKT3779,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-31 10:55:07,Critical,Minor,2025-01-31 10:55:07,2025-01-31 12:55:07,Resolved,Alice
2780.0,TCKT3780,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-30 04:17:24,Medium,Minor,2025-01-30 04:17:24,,Open,Dana
2781.0,TCKT3781,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-28 22:03:41,Critical,Major,2025-01-28 22:03:41,,In Progress,Charlie
2782.0,TCKT3782,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-16 22:47:23,Critical,Major,2024-12-16 22:47:23,,Open,Eve
2783.0,TCKT3783,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-23 00:17:42,Low,Critical,2025-02-23 00:17:42,2025-02-23 02:17:42,Resolved,Eve
2784.0,TCKT3784,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-24 12:11:50,Critical,Minor,2025-01-24 12:11:50,2025-01-24 17:11:50,Resolved,Charlie
2785.0,TCKT3785,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-25 16:20:10,Critical,Minor,2025-01-25 16:20:10,2025-01-25 18:20:10,Resolved,Charlie
2786.0,TCKT3786,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-17 09:56:23,Low,Critical,2025-02-17 09:56:23,2025-02-17 11:56:23,Closed,Charlie
2787.0,TCKT3787,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-31 05:16:27,Low,Minor,2025-01-31 05:16:27,2025-01-31 10:16:27,Resolved,Alice
2788.0,TCKT3788,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-28 01:45:05,Low,Critical,2025-02-28 01:45:05,2025-02-28 05:45:05,Resolved,Dana
2789.0,TCKT3789,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-30 09:18:27,Medium,Critical,2025-01-30 09:18:27,,In Progress,Bob
2790.0,TCKT3790,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-13 08:54:39,Low,Critical,2024-12-13 08:54:39,2024-12-13 13:54:39,Resolved,Eve
2791.0,TCKT3791,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-23 13:04:39,Medium,Minor,2024-12-23 13:04:39,,In Progress,Dana
2792.0,TCKT3792,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-29 18:22:30,Critical,Minor,2024-12-29 18:22:30,2024-12-29 23:22:30,Resolved,Charlie
2793.0,TCKT3793,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-03 19:31:14,High,Critical,2025-02-03 19:31:14,2025-02-03 21:31:14,Resolved,Dana
2794.0,TCKT3794,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-16 21:37:14,High,Major,2024-12-16 21:37:14,2024-12-16 22:37:14,Resolved,Alice
2795.0,TCKT3795,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-16 23:16:34,Critical,Minor,2025-01-16 23:16:34,,In Progress,Dana
2796.0,TCKT3796,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-20 08:26:18,Critical,Major,2024-12-20 08:26:18,2024-12-20 09:26:18,Resolved,Charlie
2797.0,TCKT3797,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2024-12-07 23:24:19,Critical,Minor,2024-12-07 23:24:19,2024-12-08 03:24:19,Closed,Eve
2798.0,TCKT3798,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-16 16:30:35,High,Major,2024-12-16 16:30:35,,In Progress,Charlie
2799.0,TCKT3799,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-16 03:14:45,High,Major,2024-12-16 03:14:45,2024-12-16 07:14:45,Resolved,Eve
2800.0,TCKT3800,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-09 23:05:30,Critical,Critical,2025-02-09 23:05:30,2025-02-10 04:05:30,Closed,Bob
2801.0,TCKT3801,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-12 21:01:06,Critical,Critical,2024-12-12 21:01:06,2024-12-12 22:01:06,Closed,Dana
2802.0,TCKT3802,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-31 04:53:02,Critical,Critical,2024-12-31 04:53:02,,In Progress,Alice
2803.0,TCKT3803,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-01-17 12:49:07,Critical,Major,2025-01-17 12:49:07,,In Progress,Dana
2804.0,TCKT3804,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2025-02-07 00:43:24,High,Critical,2025-02-07 00:43:24,,In Progress,Dana
2805.0,TCKT3805,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-10 01:02:23,Critical,Critical,2024-12-10 01:02:23,,In Progress,Eve
2806.0,TCKT3806,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-01 00:26:45,High,Major,2025-02-01 00:26:45,2025-02-01 03:26:45,Closed,Dana
2807.0,TCKT3807,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-03 20:16:50,Low,Critical,2025-01-03 20:16:50,2025-01-03 22:16:50,Resolved,Bob
2808.0,TCKT3808,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-20 16:51:01,Low,Major,2025-02-20 16:51:01,2025-02-20 18:51:01,Resolved,Dana
2809.0,TCKT3809,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-31 03:04:24,High,Minor,2025-01-31 03:04:24,,Open,Alice
2810.0,TCKT3810,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-09 07:28:34,Medium,Minor,2024-12-09 07:28:34,2024-12-09 12:28:34,Resolved,Bob
2811.0,TCKT3811,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-01-01 23:44:50,Critical,Critical,2025-01-01 23:44:50,,Open,Alice
2812.0,TCKT3812,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-25 18:04:00,High,Critical,2025-02-25 18:04:00,,In Progress,Dana
2813.0,TCKT3813,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2025-01-21 19:32:47,Medium,Minor,2025-01-21 19:32:47,2025-01-21 20:32:47,Closed,Bob
2814.0,TCKT3814,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-25 15:23:11,Medium,Minor,2024-12-25 15:23:11,2024-12-25 16:23:11,Resolved,Bob
2815.0,TCKT3815,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-16 23:30:04,Critical,Minor,2024-12-16 23:30:04,,Open,Charlie
2816.0,TCKT3816,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-17 17:17:56,Low,Minor,2025-01-17 17:17:56,2025-01-17 20:17:56,Closed,Bob
2817.0,TCKT3817,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-04 16:39:47,Critical,Critical,2024-12-04 16:39:47,,In Progress,Alice
2818.0,TCKT3818,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-01 14:00:57,Critical,Critical,2024-12-01 14:00:57,2024-12-01 18:00:57,Resolved,Alice
2819.0,TCKT3819,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-30 13:01:55,Low,Critical,2025-01-30 13:01:55,,In Progress,Eve
2820.0,TCKT3820,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-12 17:04:56,Medium,Major,2024-12-12 17:04:56,2024-12-12 21:04:56,Resolved,Dana
2821.0,TCKT3821,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-30 16:55:59,Critical,Minor,2024-12-30 16:55:59,2024-12-30 18:55:59,Resolved,Bob
2822.0,TCKT3822,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-22 16:22:04,Critical,Major,2025-02-22 16:22:04,,Open,Bob
